manufacturer,type,name,part_number,qty
Notifier,Addressable Control/Relay,Six Circuit Supervised Control Module,++,1
Notifier,Addressable Control/Relay,Six Circuit Supervised Control Module w/BB-XP,++,1
Notifier,Addressable Control/Relay,Six Relay Control Module w/BB-XP,++,1
Notifier,Addressable Control/Relay,Wireless Relay Module,+,1
Notifier,Addressable Module,"Addressable Dual Monitor Module W/ FlashScan, 2 Class B",++,1
Notifier,Addressable Module,Addressable Mini Monitor Module,++,1
Notifier,Addressable Module,Addressable Mini Monitor Module,FD7044 MM-101,1
Notifier,Addressable Module,"Addressable Monitor Module W/ FlashScan, Supervises Class A or Class B of Dry Contact Input",++,1
Notifier,Addressable Module,Analog Input Module,++,1
Notifier,Addressable Module,"Intelligent Monitor Module,  Eclipse™ Series",++,1
Notifier,Addressable Module,"Intelligent Monitor Module,  Eclipse™ Series, Isolator version",++,1
Notifier,Addressable Module,Mini Monitor Module,++,1
Notifier,Addressable Module,"Mini Monitor Module,  Eclipse™ Series",++,1
Notifier,Addressable Module,"Mini Monitor Module,  Eclipse™ Series, Isolator version",++,1
Notifier,Addressable Module,"Monitor Module, Addressable, for 2-Wire Smoke Detectors",++,1
Notifier,Addressable Module,"Monitor module, dual, two independent Class B circuits.",++,1
Notifier,Addressable Module,"Monitor module, miniature.",++,1
Notifier,Addressable Module,"Monitor module, two-wire detectors.",++,1
Notifier,Addressable Module,Monitor module.,++,1
Notifier,Addressable Module,Six Zone Interface Module w/BB-XP,++,1
Notifier,Addressable Module,Six-zone conventional-detector interface module.,++,1
Notifier,Addressable Module,Ten Input Monitor Module,++,1
Notifier,Addressable Module,Ten-Input Monitor Module,++,1
Notifier,Addressable Module,Wireless Monitor Module,+,1
Notifier,Air Sampling Detection,"Intelligent aspirating smoke detector for applications up to 28,800 sq.ft",++,1
Notifier,Air Sampling Detection,"Intelligent aspirating smoke detector for applications up to 5,000 sq.ft.",++,1
Notifier,Air Sampling Detection,"Intelligent aspirating smoke detector for applications up to 8,000 sq.ft",++,1
Notifier,Amplifier,"(Primary Operating Console) 100 Watt, 25VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Notifier,Amplifier,"(Primary Operating Console) 100 Watt, 70VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Notifier,Amplifier,"(Primary Operating Console) 50 Watt, 25VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Notifier,Amplifier,"(Primary Operating Console) 50 Watt, 70VRMS single speaker zone emergency voice evacuation system, integral microphone, built in tone generator and 14 recordable messages.",+,1
Notifier,Amplifier,"Amplifier Assembly - (1) EQBB-B4, (1) EQDR-B4, (2) DAA2-5025, (4) PS-12140, (2) CHS-BH1",+,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-5025,+,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-5025-CLA,+,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-5070,+,1
Notifier,Amplifier,"Amplifier Assembly with 1x DAA2-5070, 1x BDA-70",230719,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-5070-CLA,+,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-7525,+,1
Notifier,Amplifier,Amplifier Assembly with 1x DAA2-7525-CLA,+,1
Notifier,Amplifier,"Amplifier Assembly with EQBB-B4, EQDR-B4, 2x DAA2-5070, 2x PS-12140, CHS-BH1",+,1
Notifier,Amplifier,"Amplifier Assembly with EQBB-B4, EQDR-B4, 2x DAA2-7525, 2x PS-12140, CHS-BH1",+,1
Notifier,Amplifier,"Amplifier Assembly with EQBB-B4, EQDR-B4, 2x DS-AMP, DS-DB, AMPS-24, CHS-6",+,2
Notifier,Amplifier,Amplifier in Backbox w/Charger,+,3
Notifier,Amplifier,Digital Audio Amplifier Transponder Assembly - Configuration 2204153,2204153,1
Notifier,Amplifier,Distributed (Remote) Audio Amplifier,+,1
Notifier,Amplifier,"Distributed (Remote) Audio Amplifier, 100 watts",+,2
Notifier,Amplifier,"Distributed (Remote) Audio Amplifier, 50 watts",+,2
Notifier,Amplifier,Quad Intelligent Audio Transponder (25 VRMS),+,1
Notifier,Amplifier,Quad Intelligent Audio Transponder (70 VRMS),+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (35 W, 25 VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (35 W, 70 VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (50 W, 25 VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (50 W, 25VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (50 W, 70 VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (50 W, 70VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"120 VAC Digital Audio Amplifier (75 W, 25VRMS), Max Alarm Current",+,1
Notifier,Cards & Components,"25V, 50 Watt Audio Amplifier Module",+,2
Notifier,Cards & Components,"30 Watt Audio Amplifier, 25VRMS, 120VAC",+,1
Notifier,Cards & Components,6.0 A or 10.0 A Addressable Charging Power Supply,+,1
Notifier,Cards & Components,6.0 Amp Auxilary Power Supply,+,1
Notifier,Cards & Components,6.0 Amp Auxiliary Power Supply,+,1
Notifier,Cards & Components,70V Transformer Conversion Module,+,1
Notifier,Cards & Components,"70V, 50 Watt Audio Amplifier Module",+,2
Notifier,Cards & Components,80-column printer,PRN-6,1
Notifier,Cards & Components,80-column printer,PRN-7,1
Notifier,Cards & Components,AM2020 Fire Alarm Control Panel Main Board (Central Processing Unit),+,1
Notifier,Cards & Components,Addressable Power Supply/Battery Charger,++,2
Notifier,Cards & Components,"Addressable Power Supply/Battery Charger, 220-240VAC Operation",++,1
Notifier,Cards & Components,Agent Release Panel Card,+,2
Notifier,Cards & Components,Alarm and Trouble Relay Board,+,1
Notifier,Cards & Components,"Annunciator Expander Module, 16 Alarm LED's, 16 Trouble LED's, 16 Switches",AEM-16AT,1
Notifier,Cards & Components,"Audio Amplifier, 100W @70.7 VRMS w/builtin tone generator, 120 VAC",+,1
Notifier,Cards & Components,"Audio Amplifier, 120W @25 VRMS w/built-in tone generator, 120 VAC",+,2
Notifier,Cards & Components,Audio amplifier; 22 watts of power at 70.7 VRMS,+,1
Notifier,Cards & Components,Audio amplifier; 25 watts of power at 25 VRMS,+,1
Notifier,Cards & Components,Audio-coupling transformer. Used to electronically isolate DVC-AO analog risers.,+,1
Notifier,Cards & Components,Auxiliary Power Supply. Provides up to 6.0 amperes of power for peripheral devices,+,1
Notifier,Cards & Components,BACnet Gateway,+,1
Notifier,Cards & Components,Back-up Digital Amplifier for 70VRMS,+,1
Notifier,Cards & Components,Battery charger for lead-acid batteries with a rating of 25 to 75 AH,++,1
Notifier,Cards & Components,Card,+,1
Notifier,Cards & Components,Class A Expander 25V,DCADC (25V),1
Notifier,Cards & Components,Class A Expander 70V,DCADC (70V),1
Notifier,Cards & Components,Common Alerting Protocol Gateway.,CAP-GW,1
Notifier,Cards & Components,DACT Phone Cords - 7 Foot,MCBL-7,1
Notifier,Cards & Components,"Detector Base Flanged mouting 4""",++,2
Notifier,Cards & Components,"Detector Base Flangeless mouting 4""",++,2
Notifier,Cards & Components,Digital Fire Alarm Communicator,+,1
Notifier,Cards & Components,Digital Series Amplifier,+,4
Notifier,Cards & Components,Digital Series Distribution Board,+,1
Notifier,Cards & Components,"Digital Voice Command, Analog Output",+,1
Notifier,Cards & Components,"Digital Voice Command, Extended Memory",+,2
Notifier,Cards & Components,"Digital Voice Command, Keypad",+,1
Notifier,Cards & Components,"Direct Panel Interface, specialized modem",+,1
Notifier,Cards & Components,Dual technology (POTS and IP) communicator(replacement board) for the Endurance Series panels,++,1
Notifier,Cards & Components,Expander Card for ECC-50BDA Remote Amplifier for 50/100 Watt Back Up Operation,+,1
Notifier,Cards & Components,Expansion Card 50W 25V,+,1
Notifier,Cards & Components,Expansion Card 50W 70V,+,1
Notifier,Cards & Components,Fiber Option Module,+,2
Notifier,Cards & Components,"Fiber Option Module, For Multi-Mode Fiber",+,1
Notifier,Cards & Components,Fire Alarm Control Panel CPU,++,1
Notifier,Cards & Components,Fire Alarm Control Panel Main Board,+,4
Notifier,Cards & Components,Fire Alarm Control Panel Main Board,SFP-2402 MAIN BOARD,1
Notifier,Cards & Components,Fire Alarm Control Panel Main Board,SFP-2404 MAIN BOARD,1
Notifier,Cards & Components,Fire Alarm Control Panel Main Board with PWRMOD24,++,1
Notifier,Cards & Components,Fire Alarm Control Panel Main CPU,+,1
Notifier,Cards & Components,Fire Alarm Power Supply Card,+,3
Notifier,Cards & Components,Fire Alarm Power Supply Main Board,+,4
Notifier,Cards & Components,Fire Fighter Telephone,FFT-7,1
Notifier,Cards & Components,Fire Fighter Telephone,FFT-7S,1
Notifier,Cards & Components,"FireWarden-100-2 Rev 3 198-point addressable Fire Alarm Control Panel, one SLC loop. Includes 80-character LCD display, single printed circuit board mounted on chassis, and cabinet. 120 VAC operation. Main Board",+,1
Notifier,Cards & Components,"Five-zone, 24-volt Fire Alarm Control Panel Main Board",+,1
Notifier,Cards & Components,High-speed Network Communications Modules,+,6
Notifier,Cards & Components,IPDACT Internet Monitoring Module: Connects to primary and secondary DACT telephone output ports for internet communications over customer-provided Ethernet connection,IPDACT-2/2UD,1
Notifier,Cards & Components,"Initiating Zone module. Provides eight
Style B (Class B) alarm initiating zones. Includes
plug-in terminal block.",++,1
Notifier,Cards & Components,"Initiating Zone module. Provides four
Style B (Class B) initiating zones. Includes
ELRs.",++,1
Notifier,Cards & Components,Intelligent Sounder Base,B200SR-WH,1
Notifier,Cards & Components,Intelligent addressable sounder base,B200S-WH,1
Notifier,Cards & Components,Internet and Digital Cellular Fire Alarm Communicator,IPGSM-4G,1
Notifier,Cards & Components,Keypad/Display Unit,KDM-R2,1
Notifier,Cards & Components,"Lamp Driver Module, 32 Alarm Indications or 16 Alarm,16 Trouble, and 16 Control Points",+,1
Notifier,Cards & Components,"Lamp Driver Module, 32 Alarm Indications or 16 Alarm,16 Trouble, and 16 Control Points, Expander",LDM-E32,1
Notifier,Cards & Components,"Lamp Driver Module, Convert Transistor Outputs to 32 Form A Dry Contacts",LDM-R32,1
Notifier,Cards & Components,"Lamp Driver Modules LDM-32, LDM-E32, and LDM-R32; remote custom driver modules",+,1
Notifier,Cards & Components,"Liquid Crystal Display, Supervision",LCD-80,1
Notifier,Cards & Components,"Liquid Crystal Display, Supervision",LCD-80TM,1
Notifier,Cards & Components,Loop Control Module,+,2
Notifier,Cards & Components,"Loop Expander Module, Provides Even Numbered SLC Loops",+,1
Notifier,Cards & Components,Low-frequency version of B200S,B200S-LF-WH,1
Notifier,Cards & Components,Low-frequency version of B200SR,B200SR-LF-WH,1
Notifier,Cards & Components,Main Board,++,1
Notifier,Cards & Components,Main Board for ECC-125DA,+,1
Notifier,Cards & Components,Main Board for ECC-50/100,+,4
Notifier,Cards & Components,Main Board for ECC-50BDA,+,2
Notifier,Cards & Components,Main Board for ECC-50DA,+,2
Notifier,Cards & Components,Main Power Meter,+,1
Notifier,Cards & Components,Main power supply,++,1
Notifier,Cards & Components,Modbus Gateway,MODBUS-GW,1
Notifier,Cards & Components,Mother Board,+,1
Notifier,Cards & Components,"N16x with display. Intelligent fire alarm with one SLC loop, 10"" touchscreen display, 4 NACs, and power supply; chassis mounted for use in a CAB-5 Series cabinet.",++,1
Notifier,Cards & Components,"N16x without display, for use as network node. Intelligent fire alarm with one SLC loop, 4 NACs, and power supply; chassis mounted for use in a CAB-5 Series cabinet.",++,1
Notifier,Cards & Components,"NFN Gateway, embedded",+,1
Notifier,Cards & Components,NFS-320 Fire Alarm Control Panel Main Board (Central Processing Unit),+,2
Notifier,Cards & Components,"NFS2-3030 Fire Alarm Control Panel Main Board (Central Processing Unit), 120V Power, Includes Chassis",+,1
Notifier,Cards & Components,"NFS2-3030 Fire Alarm Control Panel Main Board (Central Processing Unit), 120V Power, Includes Chassis, Display Option",+,1
Notifier,Cards & Components,NFS2-640 Fire Alarm Control Panel Main Board (Central Processing Unit),+,1
Notifier,Cards & Components,"Network Communication Module, Fiber",+,1
Notifier,Cards & Components,"Network Communication Module, Wire",+,1
Notifier,Cards & Components,"Network Control Annunciator-2 Card, 640 Characters, Backlight On",+,1
Notifier,Cards & Components,ONYX Series ACS Annunciator,ACM-16AT,1
Notifier,Cards & Components,ONYX Series ACS Annunciator,ACM-24AT,1
Notifier,Cards & Components,ONYX Series ACS Annunciator,ACM-32A,1
Notifier,Cards & Components,ONYX Series ACS Annunciator,AFM-16AT,1
Notifier,Cards & Components,ONYX Series ACS Annunciator,AFM-32A,1
Notifier,Cards & Components,ONYX Series ACS annunciator,ACM-48A,1
Notifier,Cards & Components,ONYX Series ACS annunciator expander,AEM-24AT,1
Notifier,Cards & Components,ONYX Series ACS annunciator expander,AEM-48A,1
Notifier,Cards & Components,Optional Class A converter card,+,1
Notifier,Cards & Components,"Optional Fire Alarm Control Panel Card, Provides ANN-BUS port",ANN-SEC CARD,1
Notifier,Cards & Components,POWER TRANSFORMER,XRM-24,1
Notifier,Cards & Components,POWER TRANSFORMER,XRM-24B,1
Notifier,Cards & Components,Plug-in Detector Base,B210LP,1
Notifier,Cards & Components,Power Expander Module,++,1
Notifier,Cards & Components,Power Supply,+,1
Notifier,Cards & Components,"Printer, 40-column, 24 V.",VS4095/5,1
Notifier,Cards & Components,Programmable Universal Zone Coder provides positive non-interfering successive zone coding,UZC-256,1
Notifier,Cards & Components,Protects equipment in shipboard and waterfront applications,CAB-BM Marine System,1
Notifier,Cards & Components,"Relay Base, for Intelligent Detectors, low profile",B224RB-WH,1
Notifier,Cards & Components,Relay Module provides 10 programmable Form C relays,++,1
Notifier,Cards & Components,Remote Microphone,RM-1,1
Notifier,Cards & Components,Remote Telephone Zone Module,+,1
Notifier,Cards & Components,Remote battery charging system for lead-acid batteries with a rating of 55 to 120 AH. Requires additional BB-55F for mounting.,+,1
Notifier,Cards & Components,"SLC integration module, for VESDAnet detectors",SLC-IM,1
Notifier,Cards & Components,Seismic mounting kit for the BB-25. Includes battery bracket for two 26 AH batteries.,SEISKIT-BB25,1
Notifier,Cards & Components,Signaling Line Interface,+,1
Notifier,Cards & Components,Signaling Line Module provides a Signaling Line Circuit of 159 addressable points. Add SLM-318 units to expand SLC capability. See DN-62115.,++,1
Notifier,Cards & Components,"Smoke Control Lamp Driver Expander Module Card, Expandable to 16 switches w/ SCE-8",SCE-8L,1
Notifier,Cards & Components,Smoke Control Station Card,SCS-8 CARD,1
Notifier,Cards & Components,Smoke control stations,SCS,1
Notifier,Cards & Components,"Smoker Control Expander Module Card, Expands SCS-8 to 16 Switches",SCE-8,1
Notifier,Cards & Components,Speaker Circuit/Zone Expander Module,+,4
Notifier,Cards & Components,Standard-network repeater board,RPT-F,1
Notifier,Cards & Components,Standard-network repeater board,RPT-W,1
Notifier,Cards & Components,Standard-network repeater board,RPT-WF,1
Notifier,Cards & Components,"Ten-zone, 24-volt Fire Alarm Control Panel Main Board",+,1
Notifier,Cards & Components,"Terminal and ACS mode. 160-character, backlit LCD display",+,1
Notifier,Cards & Components,"Terminal and ACS mode. 80-character, backlit LCD display",+,1
Notifier,Cards & Components,"Terminal mode. 80-character, backlit LCD display",FDU-80 CARD,1
Notifier,Cards & Components,"The MPS-24 is the main power supply for the AM2020, AFP1010, XP Transponder or System 5000 fire alarm control system",+,1
Notifier,Cards & Components,"The MPS-24A is the main power supply for the AM2020, AFP1010, XP Transponder or System 5000 fire alarm control system",+,1
Notifier,Cards & Components,The MPS-24B is an optional power supply for the System 5000 or XP Transponder microprocessor-controlled fire alarm systems,+,1
Notifier,Cards & Components,"The MPS-400 supplies a total of 6 A in alarm, used for the following:  (a) powering AFP-300/400 modules; (b) powering a variety of UL-listed 24 VDC notification appliances (refer to the Device Compatibility Document); and (c) providing up to 1.25 A of resettable power for four-wire smoke detectors.  The MPS-400 contains an integral battery charger, four NAC/Releasing circuits, and four relay outputs (Alarm, Trouble, Supervisory, and Securit",+,1
Notifier,Cards & Components,Transformer,DS-XFM70V,1
Notifier,Cards & Components,Transmitter Module,++,1
Notifier,Cards & Components,Transmitter Module. Includes three reverse-polarity circuits and one municipal box circuit,TM-4,1
Notifier,Cards & Components,"UL-listed LED sign, used with LEDSIGN-GW",OAX2-24V,1
Notifier,Cards & Components,"UL-listed graphics PC workstation, software, and computer hardware.",ONYXWorks,1
Notifier,Cards & Components,Universal Digital Alarm Communicator Transmitter,UDACT,1
Notifier,Cards & Components,Universal Digital Alarm Communicator Transmitter-2,UDACT-2,1
Notifier,Cards & Components,VESDAnet high-level interface gateway,VESDA-HLI-GW,1
Notifier,Cards & Components,Web Server,NWS-3: NOTI•FIRE•NET,1
Notifier,Cards & Components,Y-adapter option allow connection of both panel dialer outputs to one IPDACT-2/2UD cable input,IPSPLT,1
Notifier,Cellular Communicator,Cellular module housed in metal cabinet with lock and key. Includes external antenna,+,1
Notifier,Cellular Communicator,Cellular module housed in plastic enclosure. (External antenna sold separately),++,1
Notifier,Communicator,Digital Fire Alarm Communicator,+,1
Notifier,Communicator,Slave Digital Alarm Communicator Transmitters,+,2
Notifier,Communicator,Smoke Control Station,SCS-8,1
Notifier,Door Holder,"Flush wall-mount model; 12 VDC, 24 VAC/VDC, 120 VAC.",++,1
Notifier,Door Holder,"Surface floor-mount model for single door; 12 VDC, 24 VAC/VDC, 120 VAC.",++,1
Notifier,Door Holder,"Surface wall-mount model; 12 VDC, 24 VAC/VDC, 120 VAC.",++,1
Notifier,Duct Smoke Detector,4-Wire Photoelectric Duct Smoke Detector,++,1
Notifier,Duct Smoke Detector,"4-Wire Photoelectric Duct Smoke Detector, watertight",++,1
Notifier,Duct Smoke Detector,Addressable low-flow duct detector housing with photoelectric smoke detector with DPDT relay.,++,1
Notifier,Duct Smoke Detector,Addressable low-flow duct detector housing with photoelectric smoke detector.,++,1
Notifier,Duct Smoke Detector,"Duct Ionization Detector, 4-wire, 2 Form-C, High Temp Duct",++,1
Notifier,Duct Smoke Detector,High Sensitivity Duct Smoke Detector,++,1
Notifier,Duct Smoke Detector,Intelligent Duct Detector Housing,++,1
Notifier,Duct Smoke Detector,"Intelligent Duct Detector Housing with Relay, 120 VAC",++,1
Notifier,Duct Smoke Detector,"Intelligent Duct Detector Housing with Relay, 20-30 VDC",++,1
Notifier,Duct Smoke Detector,"Intelligent Duct Detector Housing with Relay, 220/240 VAC",++,1
Notifier,Duct Smoke Detector,"Intelligent Duct Detector Housing with Relay, 24 VAC",++,1
Notifier,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Detector,++,2
Notifier,Duct Smoke Detector,"Intelligent Non-Relay Photoelectric Duct Detector/ FSP-951R, WP. FlashScan and CLIP mode.",++,1
Notifier,Duct Smoke Detector,"Intelligent Non-Relay Photoelectric Duct Detector/ FSP-951R-IV. Ivory, FlashScan and CLIP mode.",++,1
Notifier,Duct Smoke Detector,"Intelligent Non-Relay Photoelectric Duct Detector/ FSP-951R-IV. WP. Ivory, FlashScan and CLIP mode.",++,1
Notifier,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Detector/ FSP-951R. FlashScan and CLIP mode.,++,1
Notifier,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Detector/FSP-851R,++,1
Notifier,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Detector/NP-200R,++,1
Notifier,Duct Smoke Detector,Intelligent Non-Relay Photoelectric Duct Smoke Detector,ND-200,1
Notifier,Duct Smoke Detector,Intelligent VIEW (Laser photo) low profile (200/100/2020 only).,++,1
Notifier,Duct Smoke Detector,Intelligent non-relay photoelectric low-flow duct smoke detector,++,1
Notifier,Duct Smoke Detector,"Photoelectric Duct Smoke Detector Head, Eclipse™ Series",++,1
Notifier,Duct Smoke Detector,"Photoelectric Duct Smoke Detector Head, Isolator version, Eclipse™ Series",++,1
Notifier,Emergency Visual,Instant and Integrated Emergency Notification System,+,1
Notifier,Enclosure,(2) Ten Input Monitor Modules w/ BB-XP,BB-XP w/ (2) XP10-M,1
Notifier,Enclosure,Battery Box,BB-100,1
Notifier,Enclosure,Battery Box,BB-200,1
Notifier,Enclosure,"NFS-LBB Assembly - (1) NFS-LBB, (2) PS-12550","BATTERY CABINET (NFS-LBB, 55AH)",1
Notifier,Enclosure,Ten Input Monitor Module w/ BB-XP,BB-XP w/ (1) XP10-M,1
Notifier,Fire Alarm Control Unit,"A package that includes a CPU-400, an MPS-400PCA, a transformer assembly, and a two-position CPU-400 ribbon cable. Order cabinet separately.",+,3
Notifier,Fire Alarm Control Unit,Analog Fire Panel,+,1
Notifier,Fire Alarm Control Unit,"DVC, Addressable Assembly - 1x SBB-C4, 1x DR-C4, 1x CPU2-3030D, 1x CHS-M3, 1x LCM-320, 1x DP-DISP, 1x BMP-1, 1x UDACT-2, 1x NFN-GW-EM-3, 1x DVC-EM, 1x CA-1, (1x DVC-KD, 1x DPA-1, 1x DP-1B, 1x AMPS-24, 1x BP2-4, 1x CHS-4L",+,1
Notifier,Fire Alarm Control Unit,"FACP, Addressable",+,1
Notifier,Fire Alarm Control Unit,"FACP, Addressable Assembly",+,1
Notifier,Fire Alarm Control Unit,"FACP, Addressable, CPU2-3030D, 1x LCM-320, 1x LEM-320, 1x AMPS-24, 1x HS-NCM-SF, 2x DAA2-5070-CLA, 2 BDA-70V, 4x DS-SFM, 1x ACPS-610, 1x SBB-D4, 1x EQDR-D4R - Configuration 2208011",2208011,1
Notifier,Fire Alarm Control Unit,"FACP, Addressable, CPU2-3030D, 1x LCM-320, 1x LEM-320, AMPS-24, NCM-W",+,1
Notifier,Fire Alarm Control Unit,"FIRE ALARM CONTROL PANEL, CONVENTIONAL",++,1
Notifier,Fire Alarm Control Unit,"FIRE ALARM CONTROL PANEL, CONVENTIONAL",SFP-2402,1
Notifier,Fire Alarm Control Unit,"FIRE ALARM CONTROL PANEL, CONVENTIONAL",SFP-2404,1
Notifier,Fire Alarm Control Unit,"FIREWARDEN-50 FIRE ALARM CONTROL PANEL, ADDRESSABLE",+,1
Notifier,Fire Alarm Control Unit,Fire Alarm Control Panel/Transponder Assembly - Configuration 2204152,2204152,1
Notifier,Fire Alarm Control Unit,"FireWarden-100-2 Rev 3 198-point addressable Fire Alarm Control Panel, one SLC loop. Includes 80-character LCD display, single printed circuit board mounted on chassis, and cabinet. 120 VAC operation.",+,1
Notifier,Fire Alarm Control Unit,FireWarden-100X (NFW-100X) Intelligent Addressable FACP with Communicator,+,1
Notifier,Fire Alarm Control Unit,FireWarden-50X (NFW-50X) Intelligent Addressable FACP with Communicator,+,1
Notifier,Fire Alarm Control Unit,"Five-zone, 24-volt Fire Alarm Control Panel",+,1
Notifier,Fire Alarm Control Unit,Intelligent Addressable Fire Alarm Control Panel,+,3
Notifier,Fire Alarm Control Unit,Intelligent MNS System Panel,+,1
Notifier,Fire Alarm Control Unit,"Intelligent fire alarm panel with one SLC loop, 10"" touchscreen display, 4 NACs, and power supply in a black enclosure.",+,2
Notifier,Fire Alarm Control Unit,"Ten-zone, 24-volt Fire Alarm Control Panel",+,1
Notifier,Fire Fighter Interface,Fire Fighter Telephone System,++,1
Notifier,Fire Phone,Fireman's Phone Jack,FPJ,1
Notifier,Fire Phone,Fireman's Telephone with Armored Cord,AFAWS-TELA,1
Notifier,Fire Phone,Fireman's Telephone with Coiled Cord,AFAWS-TELC,1
Notifier,Fire Suppression Control Panel,Agent Release Panel,+,2
Notifier,Flame Detector,"Ember Detector, IR, 24 VDC",++,1
Notifier,Flame Detector,"Explosion Proof, UV, 24 VDC",++,1
Notifier,Flame Detector,"Explosion proof, IR, 24 VDC",++,1
Notifier,Flame Detector,"Flame Detector, UV, 24 VDC",++,1
Notifier,Flow Detector,"Tee-Tap Waterflow Detector, 1"", 1-1/4"", 1-1/2""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 2""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 2-1/2""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 3-1/2""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 4""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 5""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 6""",+,1
Notifier,Flow Detector,"Waterflow Detector, Schedule 10/40, 8""",+,1
Notifier,Flow Detector,"Waterflow detector, 3 inch flow, 2 inch hole",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ 4” Flangeless mounting base, black",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ 4” Flangeless mounting base, bright white",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ 4” Flangeless mounting base, ivory",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ 6” Flanged mounting base, bright white",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ 6” Flanged mounting base, ivory",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent isolator base, ivory, UL listed",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent relay base, ivory, UL listed",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent relay base, white, UL listed",+,2
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent sounder base, ivory, UL listed",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent sounder base, low frequency, ivory, UL-listed",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent sounder base, low frequency, white, UL-listed",+,1
Notifier,Gas Detection,"Intelligent addressable carbon monoxide detector, white w/ Intelligent sounder base, white, UL-listed",+,1
Notifier,Graphic Annunciator,Graphic Annunciator with LED Driver Module (N-ANN-I/O),++,1
Notifier,Graphic Annunciator,Graphic Annunciator with Lamp Driver Module (LDM-32),+,1
Notifier,Hardware,(1) 12V 100 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 12 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 14 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 18 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 26 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 40 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 5 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 55 AH BATTERY,+,1
Notifier,Hardware,(1) 12V 7 AH BATTERY,+,1
Notifier,Hardware,10-unit bulk pack of BAT-1250 (12 V 5 AH),BAT-1250-BP,1
Notifier,Hardware,2-Unit Bulk Pack of BAT-121000 (12V 100AH),BAT-121000,1
Notifier,Hardware,2-unit bulk pack of BAT-12180 (12 V 18 AH),BAT-12260-BP,1
Notifier,Hardware,2-unit bulk pack of BAT-12260 (12 V 26 AH),BAT-12260-BP,1
Notifier,Hardware,"22"" LCD, UL Listed Monitor; widescreen",MON-22LCDW,1
Notifier,Hardware,4-unit bulk pack of BAT-12120 (12V 12 AH),BAT-12120-BP,1
Notifier,Hardware,5-unit bulk pack of BAT-1270 (12 V 7 AH),BAT-1270-BP,1
Notifier,Hardware,7 AH Battery,BAT-1270,1
Notifier,Hardware,"Accessory semi-flush-mount trim ring, four tiers (opening 24.062"" [61.118 cm] W x 45.812"" [116.363 cm] H), BLACK, 3.80 lbs.",TR-D4,1
